"section","group","event_id","name","token","address","datatype","hidden_condition","source_device"
"Codierung 2 (7511)","Allgemein","1022","(90) Zeitkonstante Aussentemperatur","K90_KonfiZeitkonstAussentemperatur","0x7790","Byte","","VDensHO1"
"Codierung 2 (7511)","Allgemein","1023","(91) Zuordnung externe Betriebsarten-umschaltung","K91_KonfiZuordnungExtBA_GWG","0x7791","Byte","""(2E) Kennung Externe Erweiterung""=""0 ohne""","VDensHO1"
"Codierung 2 (7511)","Allgemein","1035","(95) Konfiguration Vitocom 100","K95_KennungDekatelM","0x7795","Byte","","VDensHO1"
"Codierung 2 (7511)","Allgemein","1039","(97) Konfiguration  Aussentemperatur","K97_Konfi_Aussentemperatur","0x7797","Byte","76_KommMod=""0 ohne""","VDensHO1"
"Codierung 2 (7511)","Allgemein","1043","(98) Viessmann - Anlagennummer","K98_KonfiVI_Anlagennummer","0x7798","Byte","76_KommMod=""0 ohne"" OR 76_KommMod=""2 Kaskaden-Modul"" OR 76_KonfKommMod=""0 ohne"" OR 76_KonfKommMod=""0 ohne"" OR 76_KonfKommMod=""2 ungültig"" OR 76_KonfKommMod=""2 HV-Bus-Modul""","VDensHO1"
"Codierung 2 (7511)","Allgemein","1047","(9B) VT_Solltemperatur bei externer Anforderung","K9B_KonfiVT_SolltemperaturExternV100_V333","0x779B","Byte","""(2E) Kennung Externe Erweiterung""=""0 ohne""","VDensHO1"
"Codierung 2 (7511)","Allgemein","1049","(9C) Überwachung LON-Teilnehmer","K9C_KonfiReceiveHeartBeat","0x779C","Byte","","VDensHO1"
"Codierung 2 (7511)","Allgemein","1052","(9F) Differenztemperatur VT-Erzeugung","K9F_KonfiDTKMischerkreise","0x779F","Byte","00_AnlWWS=""0 Mehrkessel"" OR 00_AnlWWS=""1 Kessel ohne WW"" OR 00_AnlWWS=""2 Kessel mit WW"" OR 00_AnlWWS=""1 Kessel ohne WW"" OR 00_AnlWWS=""2 Kessel mit WW"" OR 00_WWS=""1 A1"" OR 00_WWS=""2 A1  + WW""","VDensHO1"
"Codierung 2 (7511)","Kessel","818","(06) Kesselmaximal-Temperatur","K06_KonfiKTMaxGWG","0x5706","Byte","","VDensHO1"
"Codierung 2 (7511)","Kessel","862","(21) Betriebsstunden Brenner für Wartung","K21_KonfiBetriebsstdBrennerWart100","0x5721","Int","","VDensHO1"
"Codierung 2 (7511)","Kessel","864","(23) Zeitintervall für Wartung","K23_KonfiZeitintervallWartung","0x5723","Byte","","VDensHO1"
"Codierung 2 (7511)","Kessel","866","(24) Status der Wartung","K24_KonfiStatusWartung","0x5724","Byte","","VDensHO1"
"Codierung 2 (7511)","Kessel","873","(28) Intervallzuendung Brenner alle 5 Stunden","K28_KonfiIntervallzuendung","0x5728","Byte","""(8B) Kennung KM-Feuerungsautomat""=""1: vorhanden"" OR ""(8B) Kennung KM-Feuerungsautomat""=""1: vorhanden""","VDensHO1"
"Codierung 2 (7511)","Kessel","881","(2E) Kennung Externe Erweiterung","K2E_KonfiKennungAnschluss","0x572E","Byte","","VDensHO1"
"Codierung 2 (7511)","Kessel","883","(2F) Entlüftungs-/ Befüllungsprogramm","K2F_KonfiEntlueftung","0x572F","Byte","","VDensHO1"
"Codierung 2 (7511)","Kessel","884","(30) Kennung Interne Umwälzpumpe","K30_KennungIntPumpe","0x5730","Byte","","VDensHO1"
"Codierung 2 (7511)","Kessel","886","(31) Solldrehzahl Interne Pumpe","K31_DrehzahlIntPumpe","0x5731","Byte","30_KennIntUmwPumpe=""0 stufig""","VDensHO1"
"Codierung 2 (7511)","Kessel","887","(32) Einfluß Extern Sperren auf Pumpen","K32_KonfiExtSperre","0x5732","Byte","""(2E) Kennung Externe Erweiterung""=""0 ohne""","VDensHO1"
"Codierung 2 (7511)","Kessel","890","(34) Einfluß Extern Anfordern auf Pumpen","K34_KonfiExtAnf","0x5734","Byte","""(2E) Kennung Externe Erweiterung""=""0 ohne""","VDensHO1"
"Codierung 2 (7511)","Heizkreis A1","1056","(A0) Kennung Fernbedienung A1M1","KA0_KonfiKennungFernbedienungA1M1","0x27A0","Byte","","VDensHO1"
"Codierung 2 (7511)","Heizkreis A1","1059","(A2) Speichervorrang A1M1","KA2_KonfiSpeichervorrangA1M1","0x27A2","Byte","","VDensHO1"
"Codierung 2 (7511)","Heizkreis A1","1066","(A3) Frostgrenze A1M1","KA3_KonfiFrostgrenzeA1M1_GWG","0x27A3","SByte","","VDensHO1"
"Codierung 2 (7511)","Heizkreis A1","1072","(A4) Frostschutzfunktion A1M1","KA4_KonfiKeineFrostschutzfunktionA1M1","0x27A4","Byte","","VDensHO1"
"Codierung 2 (7511)","Heizkreis A1","1075","(A5) Sommersparschaltung Schaltschwelle A1M1","KA5_KonfSommersparSchaltschwelleA1M1","0x27A5","Byte","","VDensHO1"
"Codierung 2 (7511)","Heizkreis A1","1078","(A6) Absolute Sommersparschaltung A1M1","KA6_KonfiAbsolutSommersparA1M1","0x27A6","Byte","","VDensHO1"
"Codierung 2 (7511)","Heizkreis A1","1085","(A9) Pumpenstillstand A1M1 bei Übergang in reduzierten Betrieb","KA9_KonfiHKpumpeBeiReduziertA1M1","0x27A9","Byte","""(B0) Raumaufschaltung A1M1""=""1 WS - RS"" OR ""(B0) Raumaufschaltung A1M1""=""2 RS - WS"" OR ""(B0) Raumaufschaltung A1M1""=""3 RS - RS""","VDensHO1"
"Codierung 2 (7511)","Heizkreis A1","2847","(C5) Vorlauf - Minimalbegrenzung A1M1","KC5_KonfiMinimalbegrenzungA1M1","0x27C5","Byte","","VDensHO1"
"Codierung 2 (7511)","Heizkreis A1","2850","(C6) Vorlauf - Maximalbegrenzung A1M1","KC6_KonfiMaxbegrenzung_VT_SollwertA1M1","0x27C6","Byte","","VDensHO1"
"Codierung 2 (7511)","Heizkreis A1","2869","(D3) Neigung Heizkennlinie A1","KD3_KonfiNeigungA1","0x27D3","Byte","","VDensHO1"
"Codierung 2 (7511)","Heizkreis A1","2875","(D4) Niveau Heizkennlinie A1","KD4_KonfiNiveauA1","0x27D4","SByte","","VDensHO1"
"Codierung 2 (7511)","Heizkreis A1","2880","(D5) Wirkung Betriebsarten-umschaltung A1M1","KD5_KonfiWirkungExtBA_UmschaltungA1M1","0x27D5","Byte","ZuordExtBetrUmsch=""0 inaktiv"" OR ZuordExtBetrUmsch=""2 M2"" OR ZuordExtBetrUmsch=""4 M3"" OR ZuordExtBetrUmsch=""6 M2 + M3""","VDensHO1"
"Codierung 2 (7511)","Heizkreis A1","2892","(E5) Kennung Pumpe Heizkreis A1","KE5_KonfiKennung_D_PumpeA1_GWG","0x27E5","Byte","","VDensHO1"
"Codierung 2 (7511)","Heizkreis A1","2903","(E6) Maximale Drehzahl geregelte Pumpe A1M1","KE6_KonfiMaxDrehzahlA1M1_GWG","0x27E6","Byte","E5_KennPumpHzkA1=""0 stufig"" AND 30_KennIntUmwPumpe=""0 stufig""","VDensHO1"
"Codierung 2 (7511)","Heizkreis A1","2908","(E7) Minimale Drehzahl geregelte Pumpe A1M1","KE7_KonfiMinDrehzahlA1M1_GWG","0x27E7","Byte","E5_KennPumpHzkA1=""0 stufig"" AND 30_KennIntUmwPumpe=""0 stufig""","VDensHO1"
"Codierung 2 (7511)","Heizkreis A1","2913","(E8) Solldrehzahl Pumpe im Nebenbetrieb A1M1","KE8_KonfiNebenbetriebA1M1_GWG","0x27E8","Byte","E5_KennPumpHzkA1=""0 stufig"" AND 30_KennIntUmwPumpe=""0 stufig""","VDensHO1"
"Codierung 2 (7511)","Heizkreis A1","2918","(E9) Reduzierte Drehzahl geregelte Pumpe A1M1","KE9_KonfiDrehzahlReduziertA1M1_GWG","0x27E9","Byte","30_KennIntUmwPumpe=""0 stufig"" AND E5_KennPumpHzkA1=""0 stufig""","VDensHO1"
"Codierung 2 (7511)","Heizkreis A1","2957","(F1) Estrichfunktion A1M1","KF1_KonfiTemperaturprogrammM1","0x27F1","Byte","""Kennung HK1""≠""Mischerkreis""","VDensHO1"
"Codierung 2 (7511)","Heizkreis A1","2962","(F2) Zeitbegrenzung Party/ Betriebsarten-Umschaltung A1","KF2_KonfiPartyzeitGWGA1","0x27F2","Byte","","VDensHO1"
"Codierung 2 (7511)","Heizkreis A1","2976","(F8) Start Modifizierung Raumtemp. Soll red. HK1","KF8_KonfiStartModTRSollredA1","0x27F8","SByte","","VDensHO1"
"Codierung 2 (7511)","Heizkreis A1","2979","(F9) Ende Modifizierung Raumtemp. Soll red. HK1","KF9_KonfiEndeModTRSollredA1","0x27F9","SByte","","VDensHO1"
"Codierung 2 (7511)","Heizkreis A1","2982","(FA) Überhöhung Vorlauftemperatur Soll HK1","KFA_KonfiUeberhoehungVTSollA1","0x27FA","Byte","","VDensHO1"
"Codierung 2 (7511)","Heizkreis A1","2985","(FB) Dauer Überhöhung Vorlauftemperatur Soll HK1","KFB_KonfiDauerUeberhoehungVTSollA1","0x27FB","Byte","","VDensHO1"
"Codierung 2 (7511)","Heizkreis M2","1057","(A0) Kennung Fernbedienung M2","KA0_KonfiKennungFernbedienungM2","0x37A0","Byte","","VDensHO1"
"Codierung 2 (7511)","Heizkreis M2","1061","(A2) Speichervorrang M2","KA2_KonfiSpeichervorrangM2","0x37A2","Byte","","VDensHO1"
"Codierung 2 (7511)","Heizkreis M2","1069","(A3) Frostgrenze M2","KA3_KonfiFrostgrenzeM2_GWG","0x37A3","SByte","","VDensHO1"
"Codierung 2 (7511)","Heizkreis M2","1073","(A4) Frostschutzfunktion M2","KA4_KonfiKeineFrostschutzfunktionM2","0x37A4","Byte","","VDensHO1"
"Codierung 2 (7511)","Heizkreis M2","1076","(A5) Sommersparschaltung Schaltschwelle M2","KA5_KonfSommersparSchaltschwelleM2","0x37A5","Byte","","VDensHO1"
"Codierung 2 (7511)","Heizkreis M2","1079","(A6) Absolute Sommersparschaltung M2","KA6_KonfiAbsolutSommersparM2","0x37A6","Byte","","VDensHO1"
"Codierung 2 (7511)","Heizkreis M2","1082","(A7) Mischersparfunktion M2","KA7_KonfiMischersparfunktionM2","0x37A7","Byte","""Kennung HK2""≠""Mischerkreis""","VDensHO1"
"Codierung 2 (7511)","Heizkreis M2","1084","(A8) Einfluss auf Interne Pumpe","KA8_KonfiWirkung_aufPumpe","0x37A8","Byte","","VDensHO1"
"Codierung 2 (7511)","Heizkreis M2","1087","(A9) Pumpenstillstand M2 bei Übergang in reduzierten Betrieb","KA9_KonfiHKpumpeBeiReduziertM2","0x37A9","Byte","""(B0) Raumaufschaltung M2""=""1 WS - RS"" OR ""(B0) Raumaufschaltung M2""=""2 RS - WS"" OR ""(B0) Raumaufschaltung M2""=""3 RS - RS""","VDensHO1"
"Codierung 2 (7511)","Heizkreis M2","2848","(C5) Vorlauf - Minimalbegrenzung M2","KC5_KonfiMinimalbegrenzungM2","0x37C5","Byte","","VDensHO1"
"Codierung 2 (7511)","Heizkreis M2","2851","(C6) Vorlauf - Maximalbegrenzung M2","KC6_KonfiMaxbegrenzung_VT_SollwertM2","0x37C6","Byte","","VDensHO1"
"Codierung 2 (7511)","Heizkreis M2","2871","(D3) Neigung Heizkennlinie M2","KD3_KonfiNeigungM2","0x37D3","Byte","","VDensHO1"
"Codierung 2 (7511)","Heizkreis M2","2877","(D4) Niveau Heizkennlinie M2","KD4_KonfiNiveauM2","0x37D4","SByte","","VDensHO1"
"Codierung 2 (7511)","Heizkreis M2","2881","(D5) Wirkung Betriebsarten-umschaltung M2","KD5_KonfiWirkungExtBA_UmschaltungM2","0x37D5","Byte","ZuordExtBetrUmsch=""0 inaktiv"" OR ZuordExtBetrUmsch=""1 A1/M1"" OR ZuordExtBetrUmsch=""4 M3"" OR ZuordExtBetrUmsch=""5 A1/M1 + M3""","VDensHO1"
"Codierung 2 (7511)","Heizkreis M2","2896","(E5) Kennung Pumpe Heizkreis M2","KE5_KonfiKennung_D_PumpeM2_GWG","0x37E5","Byte","","VDensHO1"
"Codierung 2 (7511)","Heizkreis M2","2904","(E6) Maximale Drehzahl geregelte Pumpe M2","KE6_KonfiMaxDrehzahlM2_GWG","0x37E6","Byte","E5_KennPumpHzkM2=""0 stufig""","VDensHO1"
"Codierung 2 (7511)","Heizkreis M2","2909","(E7) Minimale Drehzahl geregelte Pumpe M2","KE7_KonfiMinDrehzahlM2_GWG","0x37E7","Byte","E5_KennPumpHzkM2=""0 stufig""","VDensHO1"
"Codierung 2 (7511)","Heizkreis M2","2914","(E8) Solldrehzahl Pumpe im Nebenbetrieb M2","KE8_KonfiNebenbetriebM2_GWG","0x37E8","Byte","E5_KennPumpHzkM2=""0 stufig""","VDensHO1"
"Codierung 2 (7511)","Heizkreis M2","2919","(E9) Reduzierte Drehzahl geregelte Pumpe M2","KE9_KonfiDrehzahlReduziertM2_GWG","0x37E9","Byte","","VDensHO1"
"Codierung 2 (7511)","Heizkreis M2","2958","(F1) Estrichfunktion M2","KF1_KonfiTemperaturprogrammM2","0x37F1","Byte","""Kennung HK2""≠""Mischerkreis""","VDensHO1"
"Codierung 2 (7511)","Heizkreis M2","2963","(F2) Zeitbegrenzung Party/ Betriebsarten-Umschaltung M2","KF2_KonfiPartyzeitGWGM2","0x37F2","Byte","","VDensHO1"
"Codierung 2 (7511)","Heizkreis M2","2977","(F8) Start Modifizierung Raumtemp. Soll red. HK2","KF8_KonfiStartModTRSollredM2","0x37F8","SByte","","VDensHO1"
"Codierung 2 (7511)","Heizkreis M2","2980","(F9) Ende Modifizierung Raumtemp. Soll red. HK2","KF9_KonfiEndeModTRSollredM2","0x37F9","SByte","","VDensHO1"
"Codierung 2 (7511)","Heizkreis M2","2983","(FA) Überhöhung Vorlauftemperatur Soll HK2","KFA_KonfiUeberhoehungVTSollM2","0x37FA","Byte","","VDensHO1"
"Codierung 2 (7511)","Heizkreis M2","2986","(FB) Dauer Überhöhung Vorlauftemperatur Soll HK2","KFB_KonfiDauerUeberhoehungVTSollM2","0x37FB","Byte","","VDensHO1"
"Codierung 2 (7511)","Warmwasser","946","(56) Warmwasser-Solltemperatur-Bereich","K56_KonfiWW_SolltempBereichGWG","0x6756","Byte","00_AnlWWS=""0 Mehrkessel"" OR 00_AnlWWS=""1 Kessel ohne WW"" OR 00_AnlWWS=""1 Kessel ohne WW"" OR 00_WWS=""1 A1"" OR 00_WWS=""3 M2"" OR 00_WWS=""5 A1  + M2""","VDensHO1"
"Codierung 2 (7511)","Warmwasser","949","(58) Warmwasser-Solltemperatur 2","K58_KonfiWW_Solltemperatur2","0x6758","Byte","","VDensHO1"
"Codierung 2 (7511)","Warmwasser","950","(59) Einschaltpunkt Speicher","K59_KonfiWW_EinschaltOffset","0x6759","Byte","","VDensHO1"
"Codierung 2 (7511)","Warmwasser","952","(5B) Anbindung Speicher an Hydr. Weiche","K5B_KonfiAnbindungSpeicher","0x675B","Byte","","VDensHO1"
"Codierung 2 (7511)","Warmwasser","7565","(60) Offset für Kessel- bzw Vorlaufsolltemperatur (auf Warmwasser-Solltemperatur)","K60_KonfiWW_GWG_KesselOffset","0x6760","Byte","","VDensHO1"
"Codierung 2 (7511)","Warmwasser","957","(62) Nachlauf Speicherladepumpe","K62_KonfiLpumpeNachlauf_GWG","0x6762","Byte","","VDensHO1"
"Codierung 2 (7511)","Warmwasser","960","(65) Bauart Umschaltventil","K65_KonfibauartUmschaltventil","0x6765","Byte","","VDensHO1"
"Codierung 2 (7511)","Warmwasser","963","(67) WW-Solltemperatur bei Nachladeunterdrückung","K67_KonfiWW_Soll3","0x6767","Byte","54_SR=""0 ohne""","VDensHO1"
"Codierung 2 (7511)","Warmwasser","968","(6C) Drehzahl Interne Pumpe bei WW-Bereitung","K6C_KonfiDrehzahlWW","0x676C","Byte","30_KennIntUmwPumpe=""0 stufig""","VDensHO1"
"Codierung 2 (7511)","Warmwasser","969","(6D) Anzapffunktion","K6D_KonfiAnzapffunktion","0x676D","Byte","","VDensHO1"
"Codierung 2 (7511)","Warmwasser","970","(6F) Begrenzung Warmwasserleistung","K6F_KonfiBegrenzungWW","0x676F","Byte","00_AnlWWS=""0 Mehrkessel"" OR 00_AnlWWS=""1 Kessel ohne WW"" OR 00_AnlWWS=""1 Kessel ohne WW"" OR 00_WWS=""1 A1"" OR 00_WWS=""3 M2"" OR 00_WWS=""5 A1  + M2""","VDensHO1"
"Codierung 2 (7511)","Warmwasser","972","(71) Zirkulationspumpe bei Speicherladung 1. WW-Sollwert","K71_KonfiZpumpeBeiWW_Soll1","0x6771","Byte","""(53) Rangierung Relais K12""≠""1 Zirkulationspumpe"" OR ""(2E) Kennung Externe Erweiterung""=""0 ohne"" OR ""(70) Zirk.-pumpenausgang als Relaisausgang""=""1 Relaisausgang""","VDensHO1"
"Codierung 2 (7511)","Warmwasser","973","(72)  Zirkulationspumpe bei Speicherladung 2. WW-Sollwert","K72_KonfiZpumpeBeiWW_Soll2","0x6772","Byte","""(53) Rangierung Relais K12""≠""1 Zirkulationspumpe"" OR ""(2E) Kennung Externe Erweiterung""=""0 ohne"" OR ""(70) Zirk.-pumpenausgang als Relaisausgang""=""1 Relaisausgang""","VDensHO1"
"Codierung 2 (7511)","Warmwasser","974","(73) Intervall-Freigabe Zirkulationspumpe","K73_KonfiZpumpeIntervallFreigabe","0x6773","Byte","""(70) Zirk.-pumpenausgang als Relaisausgang""=""1 Relaisausgang""","VDensHO1"
"Codierung 2 (7511)","Fernbed. für A1","1101","(B0) Raumaufschaltung A1M1","KB0_KonfiRaumaufschaltungA1M1","0x27B0","Byte","A0_KennFBA1M1=""0 ohne"" OR A0_KennFBA1M1=""nicht vorhanden""","VDensHO1"
"Codierung 2 (7511)","Fernbed. für A1","1104","(B2) Raumgerät Raumeinfluß HK1","KB2_KonfiRaumeinflussA1M1","0x27B2","Byte","""(B0) Raumaufschaltung A1M1""=""0 WS - WS""","VDensHO1"
"Codierung 2 (7511)","Fernbed. für A1","1107","(B5) Sommersparschaltung RS A1M1","KB5_KonfiRaumSommerspar_GWGA1M1","0x27B5","Byte","A0_KennFBA1M1=""0 ohne""","VDensHO1"
"Codierung 2 (7511)","Fernbed. für A1","2886","(E1) Bereich Tagsolltemperatur Fernbedienung A1M1","KE1_KonfiOffsetRT_SolltemperaturA1M1","0x27E1","Byte","A0_KennFBA1M1=""0 ohne""","VDensHO1"
"Codierung 2 (7511)","Fernbed. für A1","2889","(E2) Raumgerät Istwertkorrektur A1M1","KE2_KonfiRT_KorrekturFernbedienungA1M1","0x27E2","Byte","A0_KennFBA1M1=""0 ohne""","VDensHO1"
"Codierung 2 (7511)","Fernbed. für M2","1102","(B0) Raumaufschaltung M2","KB0_KonfiRaumaufschaltungM2","0x37B0","Byte","A0_KennFBM2=""0 ohne"" OR A0_KennFBM2=""nicht vorhanden""","VDensHO1"
"Codierung 2 (7511)","Fernbed. für M2","1105","(B2) Raumgerät Raumeinfluß HK2","KB2_KonfiRaumeinflussM2","0x37B2","Byte","""(B0) Raumaufschaltung M2""=""0 WS - WS""","VDensHO1"
"Codierung 2 (7511)","Fernbed. für M2","1108","(B5) Sommersparschaltung RS M2","KB5_KonfiRaumSommerspar_GWGM2","0x37B5","Byte","A0_KennFBM2=""0 ohne""","VDensHO1"
"Codierung 2 (7511)","Fernbed. für M2","2887","(E1) Bereich Tagsolltemperatur Fernbedienung M2","KE1_KonfiOffsetRT_SolltemperaturM2","0x37E1","Byte","A0_KennFBM2=""0 ohne""","VDensHO1"
"Codierung 2 (7511)","Fernbed. für M2","2890","(E2) Raumgerät Istwertkorrektur M2","KE2_KonfiRT_KorrekturFernbedienungM2","0x37E2","Byte","A0_KennFBM2=""0 ohne""","VDensHO1"
"Gerätedaten (9523)","Gerät","640","Gerät","GWG_Kennung","0x00F9","Byte","","VDensHO1"
"Gerätedaten (9523)","Gerät","50","Bauart Warmwasser","BauartWarmwasser","0x8851","Byte","","VDensHO1"
"Gerätedaten (9523)","Gerät","961","Umschaltventil","K65_KonfibauartUmschaltventil_D","0x6765","Int","","VDensHO1"
"Gerätedaten (9523)","Gerät","3078","Gerätetyp","KS_Karte_GWG_Typ1","0x7656","Byte","","VDensHO1"
"Diagnose Anlage (9524)","Kessel","5373","Aussentemperatur","TiefpassTemperaturwert_ATS","0x5525","SInt","","VDensHO1"
"Diagnose Anlage (9524)","Kessel","314","Aussentemperatur gedämpft","Gemischte_AT","0x5527","SInt","","VDensHO1"
"Diagnose Anlage (9524)","Kessel","5374","Kesseltemperatur","TiefpassTemperaturwert_KTS","0x0810","Int","","VDensHO1"
"Diagnose Anlage (9524)","Kessel","787","Interne Pumpe Drehzahl","InternePumpeDrehzahl","0x7660","Int","30_KennIntUmwPumpe=""0 stufig""","VDensHO1"
"Diagnose Anlage (9524)","Kessel","2954","Kesselsolltemperatur","Kesselsoll_eff","0x555A","Byte","","VDensHO1"
"Diagnose Anlage (9524)","Kessel","600","Brenner","GWG_Flamme","0x55D3","Byte","","VDensHO1"
"Diagnose Anlage (9524)","Kessel","245","Interne Pumpe","DigitalAusgang_InternePumpe","0x7660","Byte","","VDensHO1"
"Diagnose Anlage (9524)","Kessel","111","Brennerstarts","BrennerstartsGWG","0x088A","Int4","","VDensHO1"
"Diagnose Anlage (9524)","Kessel","104","Brenner-Betriebsstunden","BetriebsstundenBrennerBedienungGWG","0x08A7","Int","","VDensHO1"
"Diagnose Anlage (9524)","Kessel","8161","Hydraulische Weiche","Temperatur_Hydraulische_Weiche","0x080C","Int","""(52) Sensor Hydraulische Weiche""=""0 nicht vorhanden""","VDensHO1"
"Diagnose Anlage (9524)","Kessel","4165","Modulationsgrad","nvoBoilerState_BLR_value","0xA305","Byte","""aktueller Brennertyp""≠""modulierend"" AND ""aktueller Brennertyp""≠""modulierend"" AND ""GWG53: Brennertyp""≠""modulierender Brenner""","VDensHO1"
"Diagnose Anlage (9524)","Kessel","11609","Brennertyp","GWG_8853_Brennertyp","0x8853","Byte","","VDensHO1"
"Diagnose Anlage (9524)","Kessel","5380","Gem. Vorlauftemperatur","TiefpassTemperaturwert_VTS","0x081A","Int","""Status Sensor VTS""=""Nicht vorhanden"" OR ""(52) Sensor Hydraulische Weiche""=""0 nicht vorhanden""""Status Sensor VTS""=""Nicht vorhanden""","VDensHO1"
"Diagnose Anlage (9524)","Kessel","10759","Status Sensor ATS","TemperaturFehler_ATS_GWG","0x083A","Byte","""(2A) Anschlusserweiterung ATS1""=""1 Mit Anschlusserweiterung ATS1"" OR ""(2A) Anschlusserweiterung ATS1""=""3 Mit Funk-ATS über Bedienung""","VDensHO1"
"Diagnose Anlage (9524)","Kessel","10760","Status Sensor KTS","TemperaturFehler_KTS_GWG","0x083B","Byte","","VDensHO1"
"Diagnose Anlage (9524)","Kessel","10762","Status Sensor VTS","TemperaturFehler_VLTS_GWG","0x0840","Byte","","VDensHO1"
"Diagnose Anlage (9524)","Kessel","5372","Abgastemperatur","TiefpassTemperaturwert_AGTS","0x0816","Int","""Status Sensor 15""=""Unterbrechung"" OR ""Status Sensor 15""=""nicht vorhanden""","VDensHO1"
"Diagnose Anlage (9524)","Heizkreis A1","708","Aktuelle Betriebsart A1M1","HK_AktuelleBetriebsartA1M1","0x2500","Byte","","VDensHO1"
"Diagnose Anlage (9524)","Heizkreis A1","270","Externe Betriebsarten-umschaltung A1M1","ExtBetriebsartenumschaltung_A1M1","0x2549","Byte","ZuordExtBetrUmsch=""0 inaktiv"" OR ZuordExtBetrUmsch=""2 M2"" OR ZuordExtBetrUmsch=""4 M3"" OR ZuordExtBetrUmsch=""6 M2 + M3""","VDensHO1"
"Diagnose Anlage (9524)","Heizkreis A1","5375","Vorlauftemperatur A1M1","TiefpassTemperaturwert_KTS_A1","0x0810","Int","","VDensHO1"
"Diagnose Anlage (9524)","Heizkreis A1","6063","Vorlauftemperatur Soll A1M1","VT_SolltemperaturA1M1","0x2544","Int","","VDensHO1"
"Diagnose Anlage (9524)","Heizkreis A1","778","Heizkreispumpe A1M1 Drehzahl","HKP_A1Drehzahl","0x7663","Int","E5_KennPumpHzkA1=""0 stufig""","VDensHO1"
"Diagnose Anlage (9524)","Heizkreis A1","5367","Raumtemperatur A1M1","TiefpassTemperatur_RTS_A1M1","0x0896","Int","FBA1M1=""nicht vorhanden"" OR A0_KennFBA1M1=""0 ohne"" OR A0_KennFBA1M1=""nicht vorhanden"" OR RaumTempSensHK1=""Nicht vorhanden""","VDensHO1"
"Diagnose Anlage (9524)","Heizkreis A1","39","Heizkreispumpe A1","Ausgang_HKP_A1","0x7663","Byte","","VDensHO1"
"Diagnose Anlage (9524)","Heizkreis A1","732","Raumtemperatur Soll A1M1","HK_RaumsolltemperaturaktuellA1M1","0x2500","Byte","","VDensHO1"
"Diagnose Anlage (9524)","Heizkreis A1","1047","(9B) VT_Solltemperatur bei externer Anforderung","K9B_KonfiVT_SolltemperaturExternV100_V333","0x779B","Byte","""(2E) Kennung Externe Erweiterung""=""0 ohne""","VDensHO1"
"Diagnose Anlage (9524)","Heizkreis A1","85","Raumtemperatur Soll Reduzierter Betrieb A1M1","BedienRTSolltemperaturReduziertA1M1","0x2307","Byte","","VDensHO1"
"Diagnose Anlage (9524)","Heizkreis A1","76","Partybetrieb A1M1","BedienPartybetriebA1M1","0x2303","Byte","","VDensHO1"
"Diagnose Anlage (9524)","Heizkreis A1","88","Sparbetrieb A1M1","BedienSparbetriebA1M1","0x2302","Byte","","VDensHO1"
"Diagnose Anlage (9524)","Heizkreis A1","2876","Niveau Heizkennlinie A1","KD4_KonfiNiveauA1D","0x27D4","SByte","","VDensHO1"
"Diagnose Anlage (9524)","Heizkreis A1","2870","Neigung Heizkennlinie A1","KD3_KonfiNeigungA1D","0x27D3","Byte","","VDensHO1"
"Diagnose Anlage (9524)","Heizkreis A1","717","Frostgefahr des Heizkreises A1M1","HK_Frostgefahr_aktivA1M1","0x2500","Byte","","VDensHO1"
"Diagnose Anlage (9524)","Heizkreis A1","714","Ferienprogramm A1M1","HK_FerienbetriebA1M1","0x2535","Byte","","VDensHO1"
"Diagnose Anlage (9524)","Heizkreis A1","2883","(D5) Richtung externe Aufschaltung A1M1","KD5_WirkungExtBA_UmschaltungA1M1","0x27D5","Byte","ZuordExtBetrUmsch=""0 inaktiv"" OR ZuordExtBetrUmsch=""2 M2"" OR ZuordExtBetrUmsch=""4 M3"" OR ZuordExtBetrUmsch=""6 M2 + M3""","VDensHO1"
"Diagnose Anlage (9524)","Heizkreis A1","735","Reglervariante A1M1","HK_ReglervarianteA1M1","0x2521","Byte","","VDensHO1"
"Diagnose Anlage (9524)","Heizkreis A1","7987","Kennung HK1","HK1_Kennung","0x2520","Byte","","VDensHO1"
"Diagnose Anlage (9524)","Heizkreis A1","10796","Status Raumtemp.-Sensor HK1","HO2B_SensorStatus_RTS_M1","0x089C","Byte","","VDensHO1"
"Diagnose Anlage (9524)","Heizkreis M2","709","Aktuelle Betriebsart M2","HK_AktuelleBetriebsartM2","0x3500","Byte","","VDensHO1"
"Diagnose Anlage (9524)","Heizkreis M2","271","Externe Betriebsarten-umschaltung M2","ExtBetriebsartenumschaltung_M2","0x3549","Byte","ZuordExtBetrUmsch=""0 inaktiv"" OR ZuordExtBetrUmsch=""1 A1/M1"" OR ZuordExtBetrUmsch=""4 M3"" OR ZuordExtBetrUmsch=""5 A1/M1 + M3""","VDensHO1"
"Diagnose Anlage (9524)","Heizkreis M2","6053","Vorlauftemperatur M2","VorlauftemperaturM2","0x3900","Int","","VDensHO1"
"Diagnose Anlage (9524)","Heizkreis M2","6064","Vorlauftemperatur Soll M2","VT_SolltemperaturM2","0x3544","Int","","VDensHO1"
"Diagnose Anlage (9524)","Heizkreis M2","86","Raumtemperatur Soll Reduzierter Betrieb M2","BedienRTSolltemperaturReduziertM2","0x3307","Byte","","VDensHO1"
